163,secret base〜君がくれたもの〜,シークレット ベース きみがくれたもの,ZONE,2,2026/04/23,31日,,,
164,シーソーゲーム 〜勇敢な恋の歌〜,シーソーゲーム ゆうかんなこいのうた,Mr.Children,1,2026/04/23,31日,,,
165,JANE DOE,ジェーン ドゥー,米津玄師＆宇多田ヒカル,3,2026/03/14,71日,,,
166,ジェヘナ,ジェヘナ,wotaku feat. 初音ミク,2,2026/03/30,55日,,,
167,シカ色デイズ,シカいろデイズ,シカ部,2,2026/02/28,85日,,,
168,Zips,ジップス,T.M.Revolution,1,2026/05/09,15日,,,
169,斜陽,しゃよう,ヨルシカ,7,2026/04/30,24日,,,
170,車輪の唄,しゃりんのうた,BUMP OF CHICKEN,9,2026/05/11,13日,,,
171,シャルル,シャルル,バルーン feat. v flower,5,2026/05/14,10日,,,
172,ジャンキーナイトタウンオーケストラ,ジャンキーナイトタウンオーケストラ,すりぃ feat. 鏡音レン,2,2026/04/25,29日,,,
173,終焉逃避行,しゅうえんとうひこう,柊マグネタイト feat. 初音ミク,1,2026/01/03,141日,,,
174,十面相,じゅうめんそう,YM feat. GUMI,1,2026/03/26,59日,,,
175,シュガーソングとビターステップ,シュガーソングとビターステップ,UNISON SQUARE GARDEN,2,2026/04/04,50日,,,
176,粛聖!! ロリ神レクイエム☆,しゅくせい ろりがみレクイエム,しぐれうい,12,2026/04/25,29日,,,
177,祝福,しゅくふく,YOASOBI,8,2026/05/11,13日,,,
178,じょいふる,じょいふる,いきものがかり,2,2026/05/11,13日,,,
179,唱,しょう,Ado,7,2026/02/23,90日,,,
180,少女S,しょうじょエス,SCANDAL,1,2026/04/23,31日,,,
181,少女レイ,しょうじょレイ,みきとP feat. 初音ミク,12,2026/05/16,8日,,,
182,シル・ヴ・プレジデント,シル・ヴ・プレジデント,P丸様。,7,2026/04/06,48日,,,
183,深海少女,しんかいしょうじょ,ゆうゆ feat.初音ミク,4,2026/03/30,55日,,,
184,Synchrogazer,シンクロゲイザー,水樹奈々,2,2026/04/25,29日,,,
185,新時代,しんじだい,Ado,8,2026/04/04,50日,,,
186,シンデレラ,シンデレラ,"DECO*27,Rockwell feat,初音ミク",1,2025/12/20,155日,,,
187,スイートマジック,スイートマジック,Junky feat. 鏡音リン,3,2026/04/30,24日,,,
188,彗星ハネムーン,すいせいハネムーン,ナユタン星人 feat. 初音ミク,2,2026/03/07,78日,,,
189,ずうっといっしょ！,ずうっといっしょ,キタニタツヤ,3,2026/03/28,57日,,,
190,すき、きらい,すき、きらい,ファントムシータ,2,2026/05/23,1日,,,
191,好きすぎて滅!,すきすぎてめつ,M!LK,10,2026/05/23,1日,,,
192,Starry Heavens,スターリー ヘブンズ,day after tomorrow,1,2026/04/23,31日,,,
193,ストリーミングハート,ストリーミングハート,DECO*27 feat. 初音ミク,1,2026/03/30,55日,,,
194,Snow halation,スノウ ハレーション,μ's,2,2026/04/30,24日,,,
195,スノースマイル,スノースマイル,BUMP OF CHICKEN,2,2026/02/09,104日,,,
196,スピカ,スピカ,ロクデナ,1,2026/05/23,1日,,,
197,すろぉもぉしょん,すろぉもぉしょん,ピノキオピー feat. 初音ミク,1,2026/05/16,8日,,,
198,星座になれたら,せいざになれたら,結束バンド,20,2026/05/11,13日,,,
199,青春アミーゴ,せいしゅんアミーゴ,修二と彰,1,2026/03/21,64日,,,
200,青春コンプレックス,せいしゅんコンプレックス,結束バンド,8,2026/04/30,24日,,,
201,sailing day,セイリング デイ,BUMP OF CHICKEN,2,2026/05/09,15日,,,
202,sailing day,セイリング デイ,BUMP OF CHICKEN,1,2026/05/09,15日,,,
203,世界に一つだけの花,せかいにひとつだけのはな,SMAP,2,2026/04/23,31日,,,
204,世界は恋に落ちている,せかいはこいにおちている,CHiCO with HoneyWorks,8,2026/04/18,36日,,,
205,絶頂讃歌,ぜっちょうさんか,和ぬか,3,2026/04/18,36日,,,
206,セツナトリップ,セツナトリップ,Last Note. feat.GUMI,5,2026/03/02,83日,,,
207,セブンティーン,セブンティーン,YOASOBI,6,2026/03/28,57日,,,
208,セレナーデ,セレナーデ,なとり,4,2026/05/07,17日,,,
209,前前前世,ぜんぜんぜんせい,RADWIMPS,4,2026/05/23,1日,,,
210,千本桜,せんぼんざくら,黒うさP feat.初音ミク,10,2026/04/18,36日,,,
211,相思相愛,そうしそうあい,aiko,5,2026/05/07,17日,,,
212,創聖のアクエリオン,そうせいのアクエリオン,AKINO,3,2026/04/23,31日,,,
213,ゾクゾク,ゾクゾク,ファントムシータ,3,2026/04/04,50日,,,
214,そして僕にできるコト,そしてぼくにできるコト,day after tomorrow,1,2026/04/25,29日,,,
215,そばかす,そばかす,JUDY AND MARY,2,2026/04/23,31日,,,
216,空も飛べるはず,そらもとべるはず,スピッツ,4,2026/05/04,20日,,,
217,それは小さな光のような,それはちいさなひかりのような,さユり,4,2026/04/18,36日,,,
218,ダーリン,ダーリン,須田景凪,3,2026/05/07,17日,,,
219,ダーリン,ダーリン,Mrs. GREEN APPLE,2,2026/05/07,17日,,,
220,ダーリンダンス,ダーリンダンス,かいりきベア feat.初音ミク,15,2026/04/25,29日,,,
221,大切なもの,たいせつなもの,ロードオブメジャー,1,2026/04/23,31日,,,
222,ダイダイダイダイダイキライ,ダイダイダイダイダイキライ,"雨良(Amala) feat. 初音ミク,重音テト",5,2026/05/16,8日,,,
223,TAIDADA,タイダダ,ずっと真夜中でいいのに。,10,2026/05/14,10日,,,
224,第六感,だいろっかん,Reol,2,2026/04/20,34日,,,
225,だから僕は音楽を辞めた,だからぼくはおんがくをやめた,ヨルシカ,10,2026/05/14,10日,,,
226,竹取オーバーナイトセンセーション,たけとりオーバーナイトセンセーション,"HoneyWorks feat.鏡音リン,鏡音レン",2,2026/02/28,85日,,,
227,ただ君に晴れ,ただきみにはれ,ヨルシカ,12,2026/04/25,29日,,,
228,正しくなれない,ただしくなれない,ずっと真夜中でいいのに。,2,2026/01/16,128日,,,
229,脱法ロック,だっぽうロック,Neru feat. 鏡音レン,3,2026/05/16,8日,,,
230,魂のルフラン,たましいのルフラン,高橋洋子,1,2025/11/01,204日,,,
231,タマシイレボリューション,タマシイレボリューション,Superfly,1,2026/01/19,125日,,,
232,DARMA GRAND PRIX,ダルマ グランプリ,RADWIMPS,1,2026/04/25,29日,,,
233,だれかの心臓になれたなら,だれかのしんぞうになれたなら,ユリイ・カノン feat. GUMI,1,2026/04/20,34日,,,
234,DAN DAN 心魅かれてく,ダン ダン こころひかれてく,FIELD OF VIEW,1,2026/05/09,15日,,,
235,ダンシング・ヒーロー(Eat You Up),ダンシング・ヒーロー イート ユー アップ,荻野目洋子,1,2026/03/21,64日,,,
236,小さな恋のうた,ちいさなこいのうた,MONGOL800,3,2026/04/23,31日,,,
237,チェリー,チェリー,スピッツ,2,2026/04/04,50日,,,
238,CHE.R.RY,チェリー,YUI,3,2026/04/25,29日,,,
239,チェリーポップ,チェリーポップ,DECO*27 feat. 初音ミク,9,2026/04/25,29日,,,
240,地球最後の告白を,ちきゅうさいごのこくはくを,kemu feat.GUMI,4,2026/05/16,8日,,,
241,チャンカパーナ,チャンカパーナ,NEWS,5,2026/05/14,10日,,,
242,ちゅ、多様性。,ちゅ、たようせい,ano,7,2026/05/14,10日,,,
243,チュルリラ・チュルリラ・ダッダッダ!,チュルリラ・チュルリラ・ダッダッダ,和田たけあき(くらげP) feat. 結月ゆかり,2,2026/03/30,55日,,,
244,超主人公,ちょうしゅじんこう,ピノキオピー feat. 初音ミク,1,2025/11/17,188日,,,
245,超絶かわいい,ちょうぜつかわいい,mona(CV.夏川椎菜) feat.HoneyWorks,2,2026/05/14,10日,,,
246,チョコレイト・ディスコ,チョコレイト・ディスコ,Perfume,3,2026/04/06,48日,,,
247,チョコレートメランコリー,チョコレートメランコリー,≠ME,1,2026/04/11,43日,,,
248,月と花束,つきとはなたば,さユり,5,2026/05/23,1日,,,
249,T氏の話を信じるな,ティーしのはなしをしんじるな,"ピノキオピー feat. 初音ミク,重音テト",2,2026/04/12,42日,,,
250,TT,ティーティー,TWICE,1,2026/03/21,64日,,,
251,手紙～拝啓十五の君へ～,てがみ はいけいじゅうごのきみへ,アンジェラ・アキ,1,2026/03/19,66日,,,
252,TEST ME,テスト ミー,ちゃんみな,5,2026/04/25,29日,,,
253,テトリス,テトリス,柊マグネタイト feat. 重音テト,11,2026/04/30,24日,,,
254,デビルじゃないもん,デビルじゃないもん,"DECO*27,ピノキオピー feat. 初音ミク",4,2026/05/16,8日,,,
255,Tell Your World,テル ユア ワールド,livetune feat.初音ミク,5,2026/04/23,31日,,,
256,テレキャスタービーボーイ,テレキャスタービーボーイ,すりぃ feat. 鏡音レン,1,2026/03/28,57日,,,
257,テレパシ,テレパシ,DECO*27 feat. 初音ミク,8,2026/05/11,13日,,,
258,天樂,てんがく,ゆうゆ feat. 鏡音リン,2,2026/03/26,59日,,,
259,転生林檎,てんせいりんご,ピノキオピー feat. 初音ミク,7,2026/05/16,8日,,,
260,天体観測,てんたいかんそく,BUMP OF CHICKEN,9,2026/05/23,1日,,,
261,トウキョウ・シャンディ・ランデヴ,トウキョウ・シャンディ・ランデヴ,"feat. 花譜,ツミキ/MAISONdes",6,2026/04/30,24日,,,
262,東京テディベア,とうきょうテディベア,Neru feat. 鏡音リン,1,2026/05/16,8日,,,
263,truth,トゥルース,嵐,3,2026/05/23,1日,,,
264,ドーナツホール,ドーナツホール,ハチ feat. GUMI,8,2026/05/04,20日,,,
265,ド屑,ドくず,なきそ feat.歌愛ユキ,3,2026/04/30,24日,,,
266,とくべチュ、して,とくべチュ、して,=LOVE,2,2026/04/25,29日,,,
267,ドミノ倒シ,ドミノたおシ,すこっぷ feat. 初音ミク,1,2025/12/15,160日,,,
268,ドライフラワー,ドライフラワー,優里,7,2026/04/18,36日,,,
269,トリノコシティ,トリノコシティ,40mP feat. 初音ミク,4,2026/05/16,8日,,,
270,トレモロ,トレモロ,RADWIMPS,1,2025/11/24,181日,,,
271,夏色,なついろ,ゆず,1,2026/03/07,78日,,,
272,夏祭り,なつまつり,JITTERIN'JINN(cover Whiteberry),2,2026/05/04,20日,,,
273,名前のない怪物,なまえのないかいぶつ,EGOIST,4,2026/04/23,31日,,,
274,何度でも,なんどでも,DREAMS COME TRUE,4,2026/04/18,36日,,,
275,人間E判定,にんげんイーはんてい,ヨーメイ,4,2026/05/14,10日,,,
276,にんじゃりばんばん,にんじゃりばんばん,きゃりーぱみゅぱみゅ,1,2026/04/06,48日,,,
277,寝起きヤシの木,ねおきヤシのき,Yukopi feat. 歌愛ユキ,2,2026/03/07,78日,,,
278,脳漿炸裂ガール,のうしょうさくれつガール,"れるりり feat.初音ミク,GUMI",4,2026/05/16,8日,,,
279,脳裏上のクラッカー,のうりじょうのクラッカー,ずっと真夜中でいいのに。,1,2026/04/20,34日,,,
280,ノンブレス・オブリージュ,ノンブレス・オブリージュ,ピノキオピー feat. 初音ミク,3,2026/05/16,8日,,,
281,birthday song,バースデイ ソング,さユり,1,2026/05/23,1日,,,
282,はいよろこんで,はいよろこんで,こっちのけんと,3,2026/04/04,50日,,,
283,バグ,バグ,かいりきベア feat.初音ミク,1,2025/12/20,155日,,,
284,白日,はくじつ,King Gnu,2,2025/12/11,164日,,,
285,爆裂愛してる,ばくれつあいしてる,M!LK,3,2026/05/14,10日,,,
286,パジャマパーティーズのうた,パジャマパーティーズのうた,パジャマパーティーズ,1,2026/04/04,50日,,,
287,Butter-Fly,バタフライ,和田光司,5,2026/05/09,15日,,,
288,ハッピーシンセサイザ,ハッピーシンセサイザ,"Easy Pop feat.巡音ルカ,GUMI",6,2026/05/19,5日,,,
289,Happy Halloween,ハッピーハロウィン,Junky feat. 鏡音リン,1,2025/10/25,211日,,,
290,花になって,はなになって,緑黄色社会,6,2026/05/19,5日,,,
291,花に亡霊,はなにぼうれい,ヨルシカ,1,2026/04/25,29日,,,
292,花の塔,はなのとう,さユり,14,2026/05/04,20日,,,
293,HANABI,ハナビ,Mr.Children,1,2025/11/15,190日,,,
294,はなまるぴっぴはよいこだけ,はなまるぴっぴはよいこだけ,A応P,1,2026/05/09,15日,,,
295,ハナミズキ,ハナミズキ,一青窈,1,2026/05/07,17日,,,
296,Happiness,ハピネス,嵐,6,2026/05/11,13日,,,
297,Ham,ハム,ずっと真夜中でいいのに。,2,2025/12/15,160日,,,
298,ハム太郎 とっとこうた,ハムたろうとっとこうた,ハムちゃんず,4,2026/04/06,48日,,,
299,晴る,はる,ヨルシカ,6,2026/05/11,13日,,,
300,ハルカ,ハルカ,YOASOBI,6,2026/05/23,1日,,,
301,ハルジオン,ハルジオン,YOASOBI,5,2026/05/07,17日,,,
302,ハレ晴レユカイ,ハレはレユカイ,"涼宮ハルヒ(CV.平野綾),長門有希(CV.茅原実里),朝比奈みくる(CV.後藤邑子)",2,2026/05/23,1日,,,
303,ハレンチ,ハレンチ,ちゃんみな,2,2026/04/25,29日,,,
304,"Hello,Again～昔からある場所～",ハロー アゲイン むかしからあるばしょ,My Little Lover,1,2025/11/15,190日,,,
305,晩餐歌,ばんさんか,tuki.,11,2026/04/20,34日,,,
